experiment,model,sample_steps,num_classes,mean_dice,mean_iou,dice_kidney,dice_tumor,dice_cyst,ms_per_image
diffusion_axial_25d_x0_multiclass,conditional_diffusion_unet,1,4,0.5370755791664124,0.4350954592227936,0.8939006924629211,0.6132807731628418,0.1040453314781189,13.66843358062525
diffusion_axial_25d_x0_multiclass,conditional_diffusion_unet,5,4,0.5341246128082275,0.4319692850112915,0.8911039233207703,0.6102659106254578,0.10100404918193817,67.40274928978683
diffusion_axial_25d_x0_multiclass,conditional_diffusion_unet,10,4,0.5163829326629639,0.41600027680397034,0.8850811123847961,0.5840342044830322,0.0800335481762886,134.7000800179549
diffusion_axial_25d_x0_multiclass,conditional_diffusion_unet,25,4,0.5178262591362,0.41617679595947266,0.8808206915855408,0.5899052619934082,0.0827527716755867,336.77410107283174
