experiment,model,sample_steps,num_classes,mean_dice,mean_iou,dice_kidney,dice_tumor,dice_cyst,ms_per_image
unet_axial_2d_multiclass,unet_2d,1,4,0.5704109072685242,0.4622628390789032,0.9116261005401611,0.6227700114250183,0.17683659493923187,2.1940453597413234
unet_axial_25d_multiclass,unet_2d,1,4,0.6234279870986938,0.5127026438713074,0.920879602432251,0.7070693373680115,0.2423349916934967,2.4928257701114194
segresnet_axial_2d_multiclass,segresnet_2d,1,4,0.5721479058265686,0.46413013339042664,0.914437472820282,0.6214293837547302,0.18057696521282196,4.585151682987317
segresnet_axial_25d_multiclass,segresnet_2d,1,4,0.4931389391422272,0.40038299560546875,0.9272295236587524,0.42097586393356323,0.1312115639448166,4.444026943501716
cvae_axial_2d_multiclass,conditional_vae_seg,1,4,0.20071811974048615,0.13124100863933563,0.5206903219223022,0.05819588154554367,0.023268168792128563,2.1055341673145906
diffusion_axial_2d_x0_multiclass,conditional_diffusion_unet,1,4,0.4196043312549591,0.3213522732257843,0.8182822465896606,0.403501033782959,0.037029702216386795,13.65947300551231
diffusion_axial_2d_x0_multiclass,conditional_diffusion_unet,5,4,0.43606996536254883,0.3301101624965668,0.8151506781578064,0.4146372377872467,0.07842198014259338,67.12499050849112
diffusion_axial_2d_x0_multiclass,conditional_diffusion_unet,10,4,0.4304051399230957,0.32639065384864807,0.8073951601982117,0.4322129786014557,0.05160723999142647,134.75532586978414
diffusion_axial_2d_x0_multiclass,conditional_diffusion_unet,25,4,0.4464498460292816,0.33570751547813416,0.8002719283103943,0.46069663763046265,0.07838095724582672,336.83539189209756
